tweet_id,retweet_count,favorite_count,name,stage,dog_rating,timestamp,source,tweet_link,text,jpg_url,img_num,expanded_urls,pred,dog,conf,result
892420643555336193,8853,39467,Phineas,,130.0,2017-08-01 16:23:56,Twitter for iPhone,https://t.co/MgUWQ76dJU,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,https://twitter.com/dog_rates/status/892420643555336193/photo/1,1,orange,0.0970486,False
892420643555336193,8853,39467,Phineas,,130.0,2017-08-01 16:23:56,Twitter for iPhone,https://t.co/MgUWQ76dJU,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,https://twitter.com/dog_rates/status/892420643555336193/photo/1,2,bagel,0.08585110000000001,False
892420643555336193,8853,39467,Phineas,,130.0,2017-08-01 16:23:56,Twitter for iPhone,https://t.co/MgUWQ76dJU,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,https://twitter.com/dog_rates/status/892420643555336193/photo/1,3,banana,0.07611,False
892177421306343426,6514,33819,Tilly,,130.0,2017-08-01 00:17:27,Twitter for iPhone,https://t.co/0Xxu71qeIV,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,https://twitter.com/dog_rates/status/892177421306343426/photo/1,1,Chihuahua,0.323581,True
892177421306343426,6514,33819,Tilly,,130.0,2017-08-01 00:17:27,Twitter for iPhone,https://t.co/0Xxu71qeIV,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,https://twitter.com/dog_rates/status/892177421306343426/photo/1,2,Pekinese,0.0906465,True
892177421306343426,6514,33819,Tilly,,130.0,2017-08-01 00:17:27,Twitter for iPhone,https://t.co/0Xxu71qeIV,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,https://twitter.com/dog_rates/status/892177421306343426/photo/1,3,papillon,0.0689569,True
891815181378084864,4328,25461,Archie,,120.0,2017-07-31 00:18:03,Twitter for iPhone,https://t.co/wUnZnhtVJB,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,https://twitter.com/dog_rates/status/891815181378084864/photo/1,1,Chihuahua,0.716012,True
891815181378084864,4328,25461,Archie,,120.0,2017-07-31 00:18:03,Twitter for iPhone,https://t.co/wUnZnhtVJB,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,https://twitter.com/dog_rates/status/891815181378084864/photo/1,2,malamute,0.078253,True
891815181378084864,4328,25461,Archie,,120.0,2017-07-31 00:18:03,Twitter for iPhone,https://t.co/wUnZnhtVJB,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,https://twitter.com/dog_rates/status/891815181378084864/photo/1,3,kelpie,0.0313789,True
891689557279858688,8964,42908,Darla,,130.0,2017-07-30 15:58:51,Twitter for iPhone,https://t.co/tD36da7qLQ,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,https://twitter.com/dog_rates/status/891689557279858688/photo/1,1,paper_towel,0.17027799999999998,False
